timestamp,open,high,low,close,volume
2019-02-28,24608.218066223384,24707.51228755748,24564.833375489183,24583.839622541705,147687
2019-03-01,24602.435652103974,24689.063898301032,24511.26103439655,24623.70289991859,143977
2019-03-04,24587.38046732451,24616.146413616672,24504.778050551984,24519.06949176281,120429
2019-03-05,24513.454367806135,24607.20793712409,24414.81711155752,24526.11376279984,135603
2019-03-06,24477.4621573864,24497.935133196097,24399.57981401501,24467.781568747218,140787
2019-03-07,24454.430218838414,24538.00069260262,24409.0426507459,24499.39213742324,171142
2019-03-08,24507.28633014936,24551.542426562253,24444.12892508984,24525.0620027576,156872
2019-03-11,24524.467244627784,24613.48493346784,24454.975961745524,24593.332011116032,114739
2019-03-12,24436.31523685965,24524.44033896932,24419.254213391105,24471.84296270387,156481
2019-03-13,24452.519435329385,24535.05272133997,24393.51470901004,24496.8727278016,142298
2019-03-14,24433.26532130857,24514.36806057621,24359.426446746034,24455.36206960326,136461
2019-03-15,24399.419221293272,24436.84034381209,24374.360303933176,24386.02157481473,162233
2019-03-18,24430.00303573532,24447.28577120993,24349.74618116702,24352.251938595928,170619
2019-03-19,24481.55301186012,24527.82122794898,24419.01346161385,24449.973774219256,168625
2019-03-20,24528.117017815926,24553.734224164717,24432.417057103143,24486.16465126881,133215
2019-03-21,24486.1561416548,24558.70173965602,24472.33813481617,24525.63362874513,143815
2019-03-22,24470.69552286224,24511.84449825064,24436.816170482245,24500.58719772104,156625
2019-03-25,24487.25869443241,24585.063612509806,24423.11884529543,24454.89981220423,169510
2019-03-26,24536.035950788533,24603.723437749613,24499.34555869,24512.45017947598,140416
2019-03-27,24512.07723889627,24596.10048962336,24437.779064129856,24590.3185828484,146286
2019-03-28,24502.79429006308,24524.721510609845,24424.483814636103,24435.313952330493,127873
2019-03-29,24447.477541362776,24535.05884476731,24428.251104596795,24479.35765448672,126075
2019-04-01,24387.667210158743,24480.715357304947,24331.420308380133,24418.842073918924,166250
2019-04-02,24428.29350127845,24482.129073972155,24372.493351275258,24431.84732716106,177124
2019-04-03,24496.105502706992,24560.668267104586,24452.870233387595,24462.144330752177,148559
2019-04-04,24492.504996627977,24571.337878709248,24398.541758996707,24408.395788455717,170070
2019-04-05,24542.681641522577,24568.41711797601,24458.20607273399,24469.83151153018,157232
2019-04-08,24560.76344277496,24615.99438965667,24488.01459840309,24562.95798794577,137097
2019-04-09,24528.507455044703,24574.38712754421,24454.21805782855,24519.63147658004,157227
2019-04-10,24546.577235320125,24569.750894614728,24495.022782376946,24512.48979051881,180760
2019-04-11,24623.479063643423,24666.55716164966,24530.58955674473,24617.30617928177,149283
2019-04-12,24621.687761687925,24637.82326953262,24549.17417323513,24621.872416195303,181292
2019-04-15,24699.919944478625,24712.24301610408,24624.3116489296,24627.96774371461,97605
2019-04-16,24568.932689274137,24591.097655298072,24481.38050793328,24536.033904356354,166438
2019-04-17,24610.0278144929,24706.708174535925,24575.3613714521,24665.900090414183,151740
2019-04-18,24614.38016790481,24673.83782613536,24531.743786556806,24567.595807507987,144019
2019-04-19,24599.42980038152,24696.353794885305,24571.85814611543,24610.174284642395,151835
2019-04-22,24604.017839208293,24652.94264825801,24562.93706350625,24618.16790179065,110248
2019-04-23,24504.639393478246,24542.70284545592,24464.43445259396,24534.714404905837,145606
2019-04-24,24493.65579908637,24549.208566741992,24395.588506931348,24520.009144820386,157142
2019-04-25,24511.51142766196,24561.06747963892,24424.423077524643,24504.10455766827,179557
2019-04-26,24585.406129899035,24604.91595148259,24512.30084235591,24579.93040643267,139634
2019-04-29,24559.49261898535,24627.166987307468,24484.057510439965,24536.267063300915,133830
2019-04-30,24519.06793884069,24548.511375266557,24458.48138734446,24516.187506097667,139964
2019-05-01,24493.980086661464,24559.74300260227,24398.741926621697,24473.79766439557,168308
2019-05-02,24539.75019254657,24608.268290862405,24485.08690478716,24508.483501341776,156575
2019-05-03,24556.187748029555,24579.86998481113,24511.941154141263,24559.60941452204,139404
2019-05-06,24529.6997378412,24545.22120428116,24505.02655751736,24527.39345705214,160265
2019-05-07,24555.36310949687,24635.631652243028,24474.604600793373,24532.35237672157,151941
2019-05-08,24560.21698696427,24611.59902510351,24484.11703307747,24600.296368440093,169372
2019-05-09,24608.64923649092,24623.88397808641,24564.057283023743,24565.30970210737,135958
2019-05-10,24573.54658179705,24673.08455034233,24561.27917454072,24596.584310384227,143446
2019-05-13,24557.16347446716,24572.363724956835,24471.65371497254,24477.38224111065,142157
2019-05-14,24537.558066810558,24610.111237407826,24526.530448299687,24590.59740626243,120729
2019-05-15,24464.382319403947,24562.91342267765,24391.04933923733,24511.71639331522,155922
2019-05-16,24479.18833325717,24510.714542636608,24381.86519338183,24424.55971114013,155221
2019-05-17,24492.241096866168,24515.043540048016,24442.85157733283,24491.629008377,150102
2019-05-20,24492.49676969829,24513.42141424631,24461.34916324865,24481.966505870445,145308
2019-05-21,24480.76741302953,24518.062176310614,24407.329022125625,24491.071389814188,121692
2019-05-22,24409.99887592701,24429.092998917968,24326.457343145605,24373.07278121168,141587
2019-05-23,24388.966609788746,24461.261130541214,24329.787881341737,24383.991636738843,143145
2019-05-24,24371.830883962404,24387.43714579411,24274.79770918935,24380.085160247567,133954
2019-05-27,24331.717020501324,24387.565012034807,24317.06683555211,24334.753354612025,146774
2019-05-28,24323.652734918025,24423.355451764797,24268.22113107062,24286.906647340405,158081
2019-05-29,24343.855277758757,24427.11260201429,24269.194422499724,24361.50440679344,187723
2019-05-30,24438.16457281928,24503.53432226007,24350.526930415854,24498.840332771168,153491
2019-05-31,24446.893463460878,24484.45628933167,24420.760458389173,24444.827241070187,155151
2019-06-03,24459.77098299701,24525.92160826326,24377.77066963828,24386.96147439914,148511
2019-06-04,24456.048687208706,24513.48241896075,24396.305050394032,24436.063948758198,111624
2019-06-05,24360.11012644375,24408.45763099388,24314.42029506465,24361.99675999913,149469
2019-06-06,24358.784432671288,24380.548366577907,24336.93008009917,24343.992884189956,151204
2019-06-07,24361.795943168338,24451.590322539974,24273.919324866536,24390.845002519734,199264
2019-06-10,24484.958048792603,24535.43866718652,24460.803460056428,24535.27069236913,146152
2019-06-11,24475.340000553548,24502.856026617417,24437.45909322473,24467.001469646337,156030
2019-06-12,24490.417367670227,24533.515709249183,24454.31326979361,24482.4086368312,149305
2019-06-13,24488.681779184964,24535.953456912568,24400.254516107787,24454.629647123285,126626
2019-06-14,24430.247877303987,24514.726287905007,24359.704607825188,24377.554761854783,172856
2019-06-17,24487.38901802974,24563.414312280263,24405.687692282518,24545.00345196871,165038
2019-06-18,24524.98566966408,24604.2231100918,24492.443558772757,24538.81258442256,165820
2019-06-19,24564.53726701623,24575.53008081481,24498.2985980516,24528.208375082188,131812
2019-06-20,24519.067894276493,24566.521754112677,24457.61075579356,24529.458281999825,178055
2019-06-21,24589.207609823297,24642.52858347048,24504.252875912352,24565.375359955942,121962
2019-06-24,24519.115056683684,24530.84236159776,24427.56722124037,24494.51362371586,161737
2019-06-25,24548.457911373695,24581.841100160756,24537.363801940734,24540.0967669114,193809
2019-06-26,24657.9806926642,24736.40677674519,24587.318899948907,24708.635185564024,130189
2019-06-27,24608.453876407664,24630.79374992328,24593.78865448689,24628.59209302149,138674
2019-06-28,24580.138989927527,24638.316901758262,24520.741710070564,24597.0204247086,151993
2019-07-01,24585.12155818191,24614.48972666346,24549.234612567976,24611.52492116732,139930
2019-07-02,24559.9477754761,24571.03864519405,24522.337881519103,24529.712750873987,118986
2019-07-03,24482.414603922796,24514.12273510675,24440.64833861208,24475.72620501093,151371
2019-07-04,24485.84275266309,24583.671390605,24419.92643224863,24518.46925083711,128753
2019-07-05,24432.72756697679,24514.86590704626,24392.663070066603,24463.752938756505,159471
2019-07-08,24456.40718850855,24552.769086497443,24380.464273955426,24449.638070544148,131611
2019-07-09,24410.43597679686,24464.342840750232,24364.02851209521,24397.94322264952,180998
2019-07-10,24487.932697047738,24507.808954928714,24471.780909019843,24476.35013072664,134334
2019-07-11,24448.770032430926,24508.08638643856,24368.23164660736,24423.01868511158,143558
2019-07-12,24432.666956620644,24483.56091673104,24396.9487074073,24411.037119973986,166270
2019-07-15,24473.342817489127,24559.334954935694,24424.393798325196,24523.489952086107,125382
2019-07-16,24411.79960166743,24430.627033938013,24340.10965217746,24359.01248168904,154549
2019-07-17,24423.17259839764,24477.114300729598,24383.25154425425,24388.74864524208,176142
2019-07-18,24488.529736111755,24512.034115934213,24473.43702705855,24494.75675197179,117850
2019-07-19,24408.15557438369,24447.3764078038,24364.502680152546,24413.83158691186,153692
2019-07-22,24417.38726731031,24493.74940427521,24322.386894867825,24471.80010503393,155197
2019-07-23,24430.38140702273,24483.22303866592,24362.62531126586,24432.20798247505,165636
2019-07-24,24469.4725506116,24513.302496274715,24399.03942723155,24438.51512987364,125260
2019-07-25,24407.625015067693,24453.127880139,24340.719621240307,24430.98478871764,123590
2019-07-26,24341.60218441348,24392.95239357002,24313.69289190713,24356.515127740146,160438
2019-07-29,24367.699262694325,24448.35075163966,24320.04921492512,24330.220997274468,155939
2019-07-30,24382.548496355983,24472.836118360603,24304.963914503285,24399.954495116966,155009
2019-07-31,24395.07313887328,24491.05326065863,24375.949578093496,24480.465856508967,156928
2019-08-01,24412.395549348126,24493.216854111102,24377.38879950005,24423.292919929307,136399
2019-08-02,24378.3943132692,24416.780933886523,24343.525593507275,24365.2330409886,154645
2019-08-05,24390.00699812725,24461.93912167504,24341.125294643745,24358.458388808194,155861
2019-08-06,24404.660621792184,24454.04490295717,24306.427435107387,24328.783439572675,135712
2019-08-07,24368.943050890863,24401.86340687501,24352.867821689324,24374.07171381633,187315
2019-08-08,24462.231776448105,24547.91021859644,24405.54868695385,24490.35057909007,159476
2019-08-09,24485.92342249369,24499.381793900306,24459.7806011126,24462.97306731438,126173
2019-08-12,24426.35824763356,24517.51682692575,24328.997358546683,24506.12432945537,163131
2019-08-13,24459.185928065253,24510.71889988148,24438.988612639783,24493.15456392499,130506
2019-08-14,24410.45184455389,24477.799977466635,24364.127754341345,24430.81059927112,165741
2019-08-15,24449.806074741013,24519.147927739534,24373.396426105897,24494.14260640663,173171
2019-08-16,24507.73585369138,24598.29645035497,24434.32595516891,24447.47421739076,133586
2019-08-19,24466.7017377738,24534.00200916885,24418.656160453345,24473.65754550602,169267
2019-08-20,24514.87054423601,24580.124566864422,24473.68336912027,24540.751236233784,158255
2019-08-21,24535.50959058284,24551.5082742333,24489.72447651308,24540.921800044965,166441
2019-08-22,24576.612598582564,24633.269320557632,24542.827734898285,24613.685964224973,187935
2019-08-23,24671.45224771526,24694.967457788796,24642.972283231647,24657.378547234912,145092
2019-08-26,24659.18284191512,24735.55188110005,24605.70926913481,24727.87560789668,134925
2019-08-27,24621.496033697244,24677.596006570384,24587.32799565116,24598.5524474232,132209
2019-08-28,24577.02031221597,24648.24081234472,24541.14876237522,24634.868615590585,133683
2019-08-29,24536.2297979677,24549.980359021916,24467.12175225499,24547.57250859116,148457
2019-08-30,24532.374712496992,24550.005993941115,24435.206352644003,24455.54351356448,156823
2019-09-02,24549.432311237822,24623.901416163462,24485.10496318748,24585.32517171329,155533
2019-09-03,24563.266851204327,24579.75444144421,24546.33869916848,24547.68486968141,166543
2019-09-04,24604.62601365613,24621.039119155,24587.823488409264,24601.289863264978,150260
2019-09-05,24605.276108250026,24616.365871021164,24509.64801837393,24564.74466342193,179070
2019-09-06,24677.95281210789,24774.037937954843,24641.19664098023,24718.330305872183,144706
2019-09-09,24664.719970445996,24741.095722797305,24646.43394169857,24735.031428614428,204403
2019-09-10,24800.728428775477,24842.52105554066,24736.814415931934,24807.87577706046,162513
2019-09-11,24832.01179616372,24868.699998479613,24765.8834061176,24815.366765040933,132856
2019-09-12,24789.15391834291,24830.62720902004,24720.788484532222,24809.722157765293,128582
2019-09-13,24735.60929343985,24815.32811124616,24701.54311093267,24809.699488262948,159649
2019-09-16,24759.73291420201,24829.256269198348,24748.372952622707,24750.15773591218,145530
2019-09-17,24748.55977493572,24775.22737604379,24651.708391684817,24773.068421344968,164280
2019-09-18,24784.259799640324,24809.92963982039,24751.679425528124,24756.696641086037,159464
2019-09-19,24807.921680869,24826.777289343205,24737.07931494427,24810.12815942195,148543
2019-09-20,24804.28023523616,24873.70748000928,24730.683546947075,24770.778125831,133064
2019-09-23,24761.940549332736,24840.73408893269,24697.039881795583,24716.03333291618,119703
2019-09-24,24686.19818809844,24720.05236664769,24648.03652261921,24679.71309776389,141069
2019-09-25,24663.87244049509,24675.757486987877,24629.473777656327,24659.278476801617,167127
2019-09-26,24706.692380211265,24724.087830284145,24642.902234768026,24673.83003716922,154281
2019-09-27,24717.397067417776,24814.504470553828,24629.448460392723,24639.54611714233,125085
2019-09-30,24655.110128482174,24691.700158455147,24559.90409287907,24638.91071255184,153463
2019-10-01,24663.769174774738,24742.99925808017,24644.2376523784,24733.36044891763,157706
2019-10-02,24683.035043761178,24749.254764958063,24659.100468627385,24693.648980287464,132322
2019-10-03,24638.84217195112,24683.21673951988,24543.815908660643,24573.97287760447,153074
2019-10-04,24646.5284272484,24675.040280846,24570.240256698267,24616.622373239265,151164
2019-10-07,24649.438863170697,24670.363640805044,24559.969418936016,24565.308382789724,127140
2019-10-08,24592.290348279166,24657.641515402665,24564.053411206984,24640.841288754586,157155
2019-10-09,24610.17971629658,24689.896756553982,24547.29698789673,24665.132996370277,161215
2019-10-10,24638.218942614996,24706.170325433694,24565.11637911742,24648.056164919966,171661
2019-10-11,24692.37150477376,24750.09869676618,24621.16143508353,24666.68955467548,171076
2019-10-14,24745.0616073755,24758.83721748435,24698.3279551975,24746.72225656941,122446
2019-10-15,24676.178138977648,24773.342128961143,24664.79259872543,24725.00361469405,131243
2019-10-16,24629.28688698189,24711.171164230804,24566.823541869508,24686.04490684008,160300
2019-10-17,24655.038650342325,24691.392633645413,24622.25951181616,24665.91422945396,160275
2019-10-18,24680.72794788793,24778.92527753023,24630.205065735077,24746.86201384456,160300
2019-10-21,24706.48033220324,24770.649675270502,24610.298040845693,24706.27859511437,227054
2019-10-22,24899.116906735973,24961.534945974625,24853.203728148157,24898.06813441991,161417
2019-10-23,24927.66143227063,25004.988018419288,24842.079287670836,24998.137031837137,172711
2019-10-24,24984.43971427966,25067.49899520777,24957.471059762225,25017.00869675469,169080
2019-10-25,25032.13980245432,25101.22287711416,24961.618357632065,25046.09158911157,163027
2019-10-28,25064.70936501961,25086.237982192568,24966.778739120105,24993.118025631426,143694
2019-10-29,25048.945902787596,25089.389978327097,25029.775523709028,25067.073354302094,165179
2019-10-30,25086.89436381225,25180.4218914416,25076.14556901181,25135.750712572622,134543
2019-10-31,25048.25310308537,25078.468508151323,24999.23065174844,25013.876850182703,145263
2019-11-01,25036.412172748376,25079.907204893752,25018.075879273754,25021.760228492945,140292
2019-11-04,25012.14399535692,25061.0309148219,24934.78940388606,25011.08463755501,151637
2019-11-05,25016.23770232624,25065.784151398737,24923.928322579868,25032.26252241112,196293
2019-11-06,25131.970630659915,25197.13519308442,25082.908743116128,25142.695023625085,112654
2019-11-07,25038.607371030328,25133.48419642735,25005.32332323634,25034.38670091312,163725
2019-11-08,25072.92038054905,25104.582724613974,25023.82408183846,25077.651492056244,117745
2019-11-11,24992.28458698957,25013.21971085665,24917.174283383072,24924.86807213837,140561
2019-11-12,24968.6879937001,24996.460337787496,24957.873119157863,24974.922252923,171779
2019-11-13,25023.135523548463,25112.958764567305,24960.084664494843,24985.05921066676,151285
2019-11-14,25026.34952450324,25094.472497642208,24961.153272863376,24985.74521055412,128445
2019-11-15,24972.462285606773,25008.1938966383,24905.070343386134,24925.931614224744,135693
2019-11-18,24936.69710014377,25020.13232465095,24904.91511294549,24949.470421804923,163591
2019-11-19,24970.67698759051,25058.20028726322,24896.41224248648,24904.68773424373,135392
2019-11-20,24934.158656004653,25020.344946486777,24915.933422234797,24957.46764173964,154329
2019-11-21,24944.98158548375,25037.68497351131,24917.047255201735,24978.77847406367,150911
2019-11-22,24947.26017747894,24979.961869294544,24858.28787328004,24917.092220182865,136967
2019-11-25,24914.68016009865,24992.63393368581,24838.19507653326,24897.311815535675,192878
2019-11-26,25021.87736456492,25073.325919319588,25010.640264703896,25063.242719149348,162678
2019-11-27,25053.573315680816,25139.353185440923,25021.219452247533,25038.38743695581,109497
2019-11-28,24952.316186347936,25027.88034729248,24923.01960287855,24976.04733987917,153729
2019-11-29,24961.638902086408,25041.519172271383,24927.26633256308,24934.354740629897,136764
2019-12-02,24928.54957884799,24997.604144239285,24896.2691995228,24903.47975630816,167048
2019-12-03,24971.1712455878,24997.139834840076,24955.543878970944,24979.414377528912,134149
2019-12-04,24931.545208666164,24990.597631366887,24880.24056217245,24942.704696653123,147705
2019-12-05,24925.80838659282,25024.428663150025,24849.862373862063,25003.1374260698,160099
2019-12-06,24951.057750541844,25045.422676526585,24886.451895317277,24975.137509353062,167315
2019-12-09,24994.34551025035,25008.23114647208,24923.787060076524,25004.83573592527,125994
2019-12-10,24934.33068989756,24959.16402331321,24917.0272638293,24919.07910694443,143309
2019-12-11,24917.605628105517,24939.461217716424,24821.971464189603,24833.486362918225,140501
2019-12-12,24893.858362547464,24969.19655444614,24808.39409750159,24815.479996309485,136933
2019-12-13,24861.191900918777,24944.792580605903,24778.733772254167,24809.50062523572,185309
2019-12-16,24949.464612932832,24978.680635900797,24865.396070479077,24926.71361977287,158099
2019-12-17,24969.71369848088,25025.240440846545,24875.76975274893,24972.263870923565,124782
2019-12-18,24906.669500764125,24992.33277328513,24847.686643813893,24854.280360472505,168357
2019-12-19,24952.562598116863,25028.514737145822,24924.537216508776,25022.896924229743,192443
2019-12-20,25058.670407967496,25117.471756461764,24993.159883260767,25097.8510387772,170649
2019-12-23,25110.29367099505,25173.424963136345,25033.43433656494,25074.95730379101,119612
2019-12-24,25034.325172697358,25090.07762191982,24957.912607295493,24968.11409835669,140315
2019-12-25,25010.11346905404,25046.89282967273,24953.183056879025,24969.10313591097,175338
2019-12-26,25073.45902651337,25134.311005870684,25057.297741773356,25067.074145435545,135846
2019-12-27,25038.07555323244,25110.075230416944,24994.675388773725,25008.902317382,158876
2019-12-30,25060.26652463975,25148.86558706722,24967.39752987805,25061.499912052957,165492
2019-12-31,25098.99822731121,25166.264449169343,25036.397825433047,25068.32520274387,131461
2020-01-01,25052.65170373231,25131.152642066198,24994.201828839297,25043.249354266813,148809
2020-01-02,25049.67543592922,25074.08188307513,25015.478619634825,25073.466861362736,85174
2020-01-03,24887.61206892577,24939.152241623546,24844.451666133275,24909.256619322696,129512
2020-01-06,24836.39268685905,24847.232532643488,24745.811538835263,24842.05810119196,144948
2020-01-07,24823.764279289397,24855.965377096338,24753.782605011977,24768.349428984056,125044
2020-01-08,24761.37512019115,24836.75667455132,24680.51028778344,24740.218199967403,182648
2020-01-09,24842.99568538773,24942.258581009177,24792.104597311645,24875.39978745821,121397
2020-01-10,24771.488616489703,24790.414645452554,24704.766366738648,24711.340562616835,141199
2020-01-13,24749.486392154853,24795.62088058237,24717.131867367963,24717.46053568621,152614
2020-01-14,24756.02342101916,24838.029808202085,24682.53194629365,24786.78305174908,178825
2020-01-15,24828.087085472464,24856.450292589063,24779.602965439164,24828.925079817996,121282
2020-01-16,24756.29397791349,24816.251623350698,24706.464881580163,24751.564046585816,173263
2020-01-17,24814.45216552124,24890.42858216391,24746.01315630932,24816.72531406666,150204
2020-01-20,24814.963818572214,24880.402509095635,24720.698562640013,24787.046449361937,130369
2020-01-21,24765.888386019826,24792.81061213521,24750.12781482505,24751.15241728858,159242
2020-01-22,24788.993559732982,24830.978170914703,24704.766668371754,24747.094422702703,153981
2020-01-23,24798.94654451166,24879.487805115343,24762.63206457456,24783.32514266564,137995
2020-01-24,24768.93570065372,24828.8160869256,24718.982949748144,24729.793187211293,151396
2020-01-27,24772.425804903218,24782.89647012208,24760.453605313465,24781.925152670883,142293
2020-01-28,24753.16012506013,24831.64929346266,24716.06597805504,24785.341962197213,152270
2020-01-29,24758.835992322693,24772.014014267315,24703.59918048598,24753.450079055758,163242
2020-01-30,24791.942526048744,24869.058566494557,24776.886679087474,24805.954350524076,181720
2020-01-31,24871.24336685601,24899.46661727088,24817.044751211528,24849.448671260303,125243
2020-02-03,24809.35259191467,24905.57920512541,24715.91263531741,24760.849196545016,192660
2020-02-04,24916.004260647485,24959.118928264677,24896.518871017783,24902.5889275712,110958
2020-02-05,24818.39987067136,24857.82371614179,24739.600205144565,24760.76595390249,146964
2020-02-06,24810.81061591958,24834.2105404495,24763.940221115743,24819.981787751884,161766
2020-02-07,24840.22647624381,24877.73085563793,24771.26084193662,24843.3991530978,155619
2020-02-10,24854.276069630563,24943.1746381951,24820.85477581189,24887.75504065584,137546
2020-02-11,24823.141093639533,24922.811184025984,24798.78679001081,24857.70952359586,145837
2020-02-12,24812.73498112167,24855.882838867285,24788.29334583726,24850.64021142309,140139
2020-02-13,24788.084934388728,24838.45989117464,24771.740659280844,24776.59347912847,138212
2020-02-14,24758.61669654152,24833.603080979763,24731.908493100407,24760.44407716125,166992
2020-02-17,24801.09680139257,24890.854421634427,24731.317056743563,24787.1452197778,157140
2020-02-18,24818.94757569082,24882.321565767637,24729.595420624904,24849.092298784333,136141
2020-02-19,24784.30209592779,24829.539408763794,24701.030784224586,24828.577472896657,167991
2020-02-20,24829.282089699453,24876.418055375827,24757.62000181075,24786.211190514405,156145
2020-02-21,24844.647065743284,24917.252698928,24824.708198036285,24905.620533899964,166257
2020-02-24,24885.290171685232,24895.579815409616,24849.2633015186,24887.734852140333,162592
2020-02-25,24916.771613781413,24982.5346541528,24878.88899500239,24902.173759063982,133420
2020-02-26,24875.32186323531,24917.316234175032,24842.825738059524,24872.57222007365,138796
2020-02-27,24847.31281122546,24928.7905710404,24790.962301851585,24847.426804359788,164945
2020-02-28,24884.677491481623,24903.046649065705,24826.47764814245,24901.37902741401,162207
2020-03-02,24915.196004753296,24978.13420877865,24873.076266987897,24892.08039783338,149581
2020-03-03,24914.150925055088,24967.43848514484,24872.309900768807,24948.332667252827,152346
2020-03-04,24920.017294220528,24987.826591552,24835.44729040898,24886.371342641767,175553
2020-03-05,24983.90053900995,24999.737362513417,24902.86418266118,24973.66591711622,138168
2020-03-06,24954.32196956816,25016.52051043669,24916.62034471689,24958.57951365017,160941
2020-03-09,24981.67683862666,25042.21045154302,24889.435878678065,24977.79454445047,145956
2020-03-10,24971.56720600497,25032.02661450242,24875.81385447474,25005.87843761756,145646
2020-03-11,24960.683145843606,25024.99703583729,24921.276317060903,25004.68494747625,171975
2020-03-12,25015.621988442967,25086.50410279334,24973.723743051592,25071.43926137979,166508
2020-03-13,25056.892805892367,25139.341815863638,25001.38573208439,25009.61030481433,166270
2020-03-16,25097.5682876924,25131.85215250394,25002.86741456437,25092.131373789136,176109
2020-03-17,25162.84222805012,25247.096674966324,25073.97347906731,25098.2085411109,150420
2020-03-18,25163.89242013176,25218.735431535468,25144.661303499237,25175.462701346474,163639
2020-03-19,25197.990068696505,25214.9253138186,25152.64430180208,25186.81094347222,143794
2020-03-20,25182.47673086683,25197.74631449879,25122.67332378935,25152.908181386072,156483
2020-03-23,25198.68504849125,25238.7664971739,25143.403125961617,25192.955047087456,147397
2020-03-24,25192.17789577287,25272.818623712905,25164.73021965855,25272.44315797477,151939
2020-03-25,25197.02769402251,25270.71897814919,25109.734184617373,25131.502115947365,161903
2020-03-26,25226.785545294355,25307.76089211487,25155.86087482464,25258.462659790035,133635
2020-03-27,25185.874511132683,25242.428726212427,25100.46275739602,25156.681418241187,191847
2020-03-30,25290.49387491696,25340.11178473295,25203.205089775503,25221.41502174086,129879
2020-03-31,25240.19300584197,25263.46373324553,25162.840979012053,25178.81350934089,125716
2020-04-01,25179.483575202583,25219.02092302742,25129.95462109011,25214.50286619195,173162
2020-04-02,25237.389118877585,25286.450861833237,25172.4399109262,25272.72411398556,165833
2020-04-03,25276.97225357573,25294.9462922469,25252.539367024958,25291.00422761344,162482
2020-04-06,25308.178244428334,25338.033320172348,25237.5501568556,25337.18250670297,162566
2020-04-07,25339.59551989155,25403.435796357287,25313.462726875016,25332.20550193448,149755
2020-04-08,25338.983181249205,25415.192861530733,25266.52771810329,25319.369158172274,132054
